,year,Concept,county,pda,Variable,value,source
9667,2035,Jobs,Santa Clara,Milpitas-Transit Area,agrempn,12.0,modeled
9668,2035,Jobs,Santa Clara,Milpitas-Transit Area,fpsempn,2897.0,modeled
9669,2035,Jobs,Santa Clara,Milpitas-Transit Area,herempn,2918.0,modeled
9670,2035,Jobs,Santa Clara,Milpitas-Transit Area,mwtempn,1519.0,modeled
9671,2035,Jobs,Santa Clara,Milpitas-Transit Area,othempn,1598.0,modeled
9672,2035,Jobs,Santa Clara,Milpitas-Transit Area,retempn,121.0,modeled
9673,2040,Jobs,Santa Clara,Milpitas-Transit Area,agrempn,10.0,modeled
9674,2040,Jobs,Santa Clara,Milpitas-Transit Area,fpsempn,2878.0,modeled
9675,2040,Jobs,Santa Clara,Milpitas-Transit Area,herempn,3057.0,modeled
9676,2040,Jobs,Santa Clara,Milpitas-Transit Area,mwtempn,1373.0,modeled
9677,2040,Jobs,Santa Clara,Milpitas-Transit Area,othempn,1873.0,modeled
9678,2040,Jobs,Santa Clara,Milpitas-Transit Area,retempn,100.0,modeled
9679,2010,Jobs,Santa Clara,Morgan Hill-Downtown,agrempn,3.0,baseyear B
9680,2010,Jobs,Santa Clara,Morgan Hill-Downtown,fpsempn,458.0,baseyear B
9681,2010,Jobs,Santa Clara,Morgan Hill-Downtown,herempn,527.0,baseyear B
9682,2010,Jobs,Santa Clara,Morgan Hill-Downtown,mwtempn,79.0,baseyear B
9683,2010,Jobs,Santa Clara,Morgan Hill-Downtown,othempn,356.0,baseyear B
9684,2010,Jobs,Santa Clara,Morgan Hill-Downtown,retempn,104.0,baseyear B
9685,2010,Jobs,Santa Clara,Morgan Hill-Downtown,agrempn,7.0,baseyear A
9686,2010,Jobs,Santa Clara,Morgan Hill-Downtown,fpsempn,433.0,baseyear A
9687,2010,Jobs,Santa Clara,Morgan Hill-Downtown,herempn,462.0,baseyear A
9688,2010,Jobs,Santa Clara,Morgan Hill-Downtown,mwtempn,84.0,baseyear A
9689,2010,Jobs,Santa Clara,Morgan Hill-Downtown,othempn,309.0,baseyear A
9690,2010,Jobs,Santa Clara,Morgan Hill-Downtown,retempn,113.0,baseyear A
9691,2015,Jobs,Santa Clara,Morgan Hill-Downtown,agrempn,7.0,modeled
9692,2015,Jobs,Santa Clara,Morgan Hill-Downtown,fpsempn,416.0,modeled
9693,2015,Jobs,Santa Clara,Morgan Hill-Downtown,herempn,456.0,modeled
9694,2015,Jobs,Santa Clara,Morgan Hill-Downtown,mwtempn,95.0,modeled
9695,2015,Jobs,Santa Clara,Morgan Hill-Downtown,othempn,345.0,modeled
9696,2015,Jobs,Santa Clara,Morgan Hill-Downtown,retempn,120.0,modeled
9697,2030,Jobs,Santa Clara,Morgan Hill-Downtown,agrempn,7.0,modeled
9698,2030,Jobs,Santa Clara,Morgan Hill-Downtown,fpsempn,312.0,modeled
9699,2030,Jobs,Santa Clara,Morgan Hill-Downtown,herempn,407.0,modeled
9700,2030,Jobs,Santa Clara,Morgan Hill-Downtown,mwtempn,102.0,modeled
9701,2030,Jobs,Santa Clara,Morgan Hill-Downtown,othempn,346.0,modeled
9702,2030,Jobs,Santa Clara,Morgan Hill-Downtown,retempn,104.0,modeled
9703,2035,Jobs,Santa Clara,Morgan Hill-Downtown,agrempn,7.0,modeled
9704,2035,Jobs,Santa Clara,Morgan Hill-Downtown,fpsempn,287.0,modeled
9705,2035,Jobs,Santa Clara,Morgan Hill-Downtown,herempn,431.0,modeled
9706,2035,Jobs,Santa Clara,Morgan Hill-Downtown,mwtempn,121.0,modeled
9707,2035,Jobs,Santa Clara,Morgan Hill-Downtown,othempn,330.0,modeled
9708,2035,Jobs,Santa Clara,Morgan Hill-Downtown,retempn,102.0,modeled
9709,2040,Jobs,Santa Clara,Morgan Hill-Downtown,agrempn,7.0,modeled
9710,2040,Jobs,Santa Clara,Morgan Hill-Downtown,fpsempn,266.0,modeled
9711,2040,Jobs,Santa Clara,Morgan Hill-Downtown,herempn,435.0,modeled
9712,2040,Jobs,Santa Clara,Morgan Hill-Downtown,mwtempn,132.0,modeled
9713,2040,Jobs,Santa Clara,Morgan Hill-Downtown,othempn,326.0,modeled
9714,2040,Jobs,Santa Clara,Morgan Hill-Downtown,retempn,98.0,modeled
9715,2010,Jobs,Santa Clara,Mountain View-Downtown,agrempn,1.0,baseyear B
9716,2010,Jobs,Santa Clara,Mountain View-Downtown,fpsempn,2520.0,baseyear B
9717,2010,Jobs,Santa Clara,Mountain View-Downtown,herempn,2197.0,baseyear B
9718,2010,Jobs,Santa Clara,Mountain View-Downtown,mwtempn,307.0,baseyear B
9719,2010,Jobs,Santa Clara,Mountain View-Downtown,othempn,1619.0,baseyear B
9720,2010,Jobs,Santa Clara,Mountain View-Downtown,retempn,349.0,baseyear B
9721,2010,Jobs,Santa Clara,Mountain View-Downtown,agrempn,4.0,baseyear A
9722,2010,Jobs,Santa Clara,Mountain View-Downtown,fpsempn,2290.0,baseyear A
9723,2010,Jobs,Santa Clara,Mountain View-Downtown,herempn,2100.0,baseyear A
9724,2010,Jobs,Santa Clara,Mountain View-Downtown,mwtempn,341.0,baseyear A
9725,2010,Jobs,Santa Clara,Mountain View-Downtown,othempn,1615.0,baseyear A
9726,2010,Jobs,Santa Clara,Mountain View-Downtown,retempn,418.0,baseyear A
9727,2015,Jobs,Santa Clara,Mountain View-Downtown,agrempn,4.0,modeled
9728,2015,Jobs,Santa Clara,Mountain View-Downtown,fpsempn,2851.0,modeled
9729,2015,Jobs,Santa Clara,Mountain View-Downtown,herempn,2638.0,modeled
9730,2015,Jobs,Santa Clara,Mountain View-Downtown,mwtempn,368.0,modeled
9731,2015,Jobs,Santa Clara,Mountain View-Downtown,othempn,1939.0,modeled
9732,2015,Jobs,Santa Clara,Mountain View-Downtown,retempn,514.0,modeled
9733,2030,Jobs,Santa Clara,Mountain View-Downtown,agrempn,3.0,modeled
9734,2030,Jobs,Santa Clara,Mountain View-Downtown,fpsempn,2564.0,modeled
9735,2030,Jobs,Santa Clara,Mountain View-Downtown,herempn,3098.0,modeled
9736,2030,Jobs,Santa Clara,Mountain View-Downtown,mwtempn,350.0,modeled
9737,2030,Jobs,Santa Clara,Mountain View-Downtown,othempn,1757.0,modeled
9738,2030,Jobs,Santa Clara,Mountain View-Downtown,retempn,824.0,modeled
9739,2035,Jobs,Santa Clara,Mountain View-Downtown,agrempn,3.0,modeled
9740,2035,Jobs,Santa Clara,Mountain View-Downtown,fpsempn,2608.0,modeled
9741,2035,Jobs,Santa Clara,Mountain View-Downtown,herempn,3282.0,modeled
9742,2035,Jobs,Santa Clara,Mountain View-Downtown,mwtempn,329.0,modeled
9743,2035,Jobs,Santa Clara,Mountain View-Downtown,othempn,1622.0,modeled
9744,2035,Jobs,Santa Clara,Mountain View-Downtown,retempn,886.0,modeled
9745,2040,Jobs,Santa Clara,Mountain View-Downtown,agrempn,3.0,modeled
9746,2040,Jobs,Santa Clara,Mountain View-Downtown,fpsempn,2507.0,modeled
9747,2040,Jobs,Santa Clara,Mountain View-Downtown,herempn,3384.0,modeled
9748,2040,Jobs,Santa Clara,Mountain View-Downtown,mwtempn,307.0,modeled
9749,2040,Jobs,Santa Clara,Mountain View-Downtown,othempn,1516.0,modeled
9750,2040,Jobs,Santa Clara,Mountain View-Downtown,retempn,940.0,modeled
9751,2010,Jobs,Santa Clara,Mountain View-El Camino Real,fpsempn,1163.0,baseyear B
9752,2010,Jobs,Santa Clara,Mountain View-El Camino Real,herempn,1710.0,baseyear B
9753,2010,Jobs,Santa Clara,Mountain View-El Camino Real,mwtempn,242.0,baseyear B
9754,2010,Jobs,Santa Clara,Mountain View-El Camino Real,othempn,1062.0,baseyear B
9755,2010,Jobs,Santa Clara,Mountain View-El Camino Real,retempn,1334.0,baseyear B
9756,2010,Jobs,Santa Clara,Mountain View-El Camino Real,agrempn,1.0,baseyear A
9757,2010,Jobs,Santa Clara,Mountain View-El Camino Real,fpsempn,1118.0,baseyear A
9758,2010,Jobs,Santa Clara,Mountain View-El Camino Real,herempn,1624.0,baseyear A
9759,2010,Jobs,Santa Clara,Mountain View-El Camino Real,mwtempn,270.0,baseyear A
9760,2010,Jobs,Santa Clara,Mountain View-El Camino Real,othempn,1099.0,baseyear A
9761,2010,Jobs,Santa Clara,Mountain View-El Camino Real,retempn,1226.0,baseyear A
9762,2015,Jobs,Santa Clara,Mountain View-El Camino Real,fpsempn,1412.0,modeled
9763,2015,Jobs,Santa Clara,Mountain View-El Camino Real,herempn,2139.0,modeled
9764,2015,Jobs,Santa Clara,Mountain View-El Camino Real,mwtempn,259.0,modeled
9765,2015,Jobs,Santa Clara,Mountain View-El Camino Real,othempn,1361.0,modeled
9766,2015,Jobs,Santa Clara,Mountain View-El Camino Real,retempn,1153.0,modeled
9767,2030,Jobs,Santa Clara,Mountain View-El Camino Real,fpsempn,1363.0,modeled
9768,2030,Jobs,Santa Clara,Mountain View-El Camino Real,herempn,2799.0,modeled
9769,2030,Jobs,Santa Clara,Mountain View-El Camino Real,mwtempn,246.0,modeled
9770,2030,Jobs,Santa Clara,Mountain View-El Camino Real,othempn,1416.0,modeled
9771,2030,Jobs,Santa Clara,Mountain View-El Camino Real,retempn,944.0,modeled
9772,2035,Jobs,Santa Clara,Mountain View-El Camino Real,fpsempn,1341.0,modeled
9773,2035,Jobs,Santa Clara,Mountain View-El Camino Real,herempn,3050.0,modeled
9774,2035,Jobs,Santa Clara,Mountain View-El Camino Real,mwtempn,243.0,modeled
9775,2035,Jobs,Santa Clara,Mountain View-El Camino Real,othempn,1405.0,modeled
9776,2035,Jobs,Santa Clara,Mountain View-El Camino Real,retempn,836.0,modeled
9777,2040,Jobs,Santa Clara,Mountain View-El Camino Real,fpsempn,2185.0,modeled
9778,2040,Jobs,Santa Clara,Mountain View-El Camino Real,herempn,5059.0,modeled
9779,2040,Jobs,Santa Clara,Mountain View-El Camino Real,mwtempn,254.0,modeled
9780,2040,Jobs,Santa Clara,Mountain View-El Camino Real,othempn,1383.0,modeled
9781,2040,Jobs,Santa Clara,Mountain View-El Camino Real,retempn,759.0,modeled
9782,2010,Jobs,Santa Clara,Mountain View-North Bayshore,agrempn,1.0,baseyear B
9783,2010,Jobs,Santa Clara,Mountain View-North Bayshore,fpsempn,3039.0,baseyear B
9784,2010,Jobs,Santa Clara,Mountain View-North Bayshore,herempn,869.0,baseyear B
9785,2010,Jobs,Santa Clara,Mountain View-North Bayshore,mwtempn,2085.0,baseyear B
9786,2010,Jobs,Santa Clara,Mountain View-North Bayshore,othempn,2625.0,baseyear B
9787,2010,Jobs,Santa Clara,Mountain View-North Bayshore,retempn,190.0,baseyear B
9788,2010,Jobs,Santa Clara,Mountain View-North Bayshore,agrempn,11.0,baseyear A
9789,2010,Jobs,Santa Clara,Mountain View-North Bayshore,fpsempn,2777.0,baseyear A
9790,2010,Jobs,Santa Clara,Mountain View-North Bayshore,herempn,935.0,baseyear A
9791,2010,Jobs,Santa Clara,Mountain View-North Bayshore,mwtempn,2400.0,baseyear A
9792,2010,Jobs,Santa Clara,Mountain View-North Bayshore,othempn,2457.0,baseyear A
9793,2010,Jobs,Santa Clara,Mountain View-North Bayshore,retempn,176.0,baseyear A
9794,2015,Jobs,Santa Clara,Mountain View-North Bayshore,agrempn,11.0,modeled
9795,2015,Jobs,Santa Clara,Mountain View-North Bayshore,fpsempn,3944.0,modeled
9796,2015,Jobs,Santa Clara,Mountain View-North Bayshore,herempn,1425.0,modeled
9797,2015,Jobs,Santa Clara,Mountain View-North Bayshore,mwtempn,2708.0,modeled
9798,2015,Jobs,Santa Clara,Mountain View-North Bayshore,othempn,2934.0,modeled
9799,2015,Jobs,Santa Clara,Mountain View-North Bayshore,retempn,190.0,modeled
9800,2030,Jobs,Santa Clara,Mountain View-North Bayshore,agrempn,11.0,modeled
9801,2030,Jobs,Santa Clara,Mountain View-North Bayshore,fpsempn,4566.0,modeled
9802,2030,Jobs,Santa Clara,Mountain View-North Bayshore,herempn,3124.0,modeled
9803,2030,Jobs,Santa Clara,Mountain View-North Bayshore,mwtempn,3221.0,modeled
9804,2030,Jobs,Santa Clara,Mountain View-North Bayshore,othempn,3737.0,modeled
9805,2030,Jobs,Santa Clara,Mountain View-North Bayshore,retempn,188.0,modeled
9806,2035,Jobs,Santa Clara,Mountain View-North Bayshore,agrempn,11.0,modeled
9807,2035,Jobs,Santa Clara,Mountain View-North Bayshore,fpsempn,4440.0,modeled
9808,2035,Jobs,Santa Clara,Mountain View-North Bayshore,herempn,3485.0,modeled
9809,2035,Jobs,Santa Clara,Mountain View-North Bayshore,mwtempn,3192.0,modeled
9810,2035,Jobs,Santa Clara,Mountain View-North Bayshore,othempn,3737.0,modeled
9811,2035,Jobs,Santa Clara,Mountain View-North Bayshore,retempn,184.0,modeled
9812,2040,Jobs,Santa Clara,Mountain View-North Bayshore,agrempn,11.0,modeled
9813,2040,Jobs,Santa Clara,Mountain View-North Bayshore,fpsempn,4287.0,modeled
9814,2040,Jobs,Santa Clara,Mountain View-North Bayshore,herempn,3737.0,modeled
9815,2040,Jobs,Santa Clara,Mountain View-North Bayshore,mwtempn,3207.0,modeled
9816,2040,Jobs,Santa Clara,Mountain View-North Bayshore,othempn,3737.0,modeled
9817,2040,Jobs,Santa Clara,Mountain View-North Bayshore,retempn,173.0,modeled
9818,2010,Jobs,Santa Clara,Mountain View-San Antonio,fpsempn,517.0,baseyear B
9819,2010,Jobs,Santa Clara,Mountain View-San Antonio,herempn,492.0,baseyear B
9820,2010,Jobs,Santa Clara,Mountain View-San Antonio,mwtempn,70.0,baseyear B
9821,2010,Jobs,Santa Clara,Mountain View-San Antonio,othempn,551.0,baseyear B
9822,2010,Jobs,Santa Clara,Mountain View-San Antonio,retempn,821.0,baseyear B
9823,2010,Jobs,Santa Clara,Mountain View-San Antonio,fpsempn,328.0,baseyear A
9824,2010,Jobs,Santa Clara,Mountain View-San Antonio,herempn,383.0,baseyear A
9825,2010,Jobs,Santa Clara,Mountain View-San Antonio,mwtempn,67.0,baseyear A
9826,2010,Jobs,Santa Clara,Mountain View-San Antonio,othempn,404.0,baseyear A
9827,2010,Jobs,Santa Clara,Mountain View-San Antonio,retempn,551.0,baseyear A
9828,2015,Jobs,Santa Clara,Mountain View-San Antonio,fpsempn,1122.0,modeled
9829,2015,Jobs,Santa Clara,Mountain View-San Antonio,herempn,1260.0,modeled
9830,2015,Jobs,Santa Clara,Mountain View-San Antonio,mwtempn,179.0,modeled
9831,2015,Jobs,Santa Clara,Mountain View-San Antonio,othempn,1260.0,modeled
9832,2015,Jobs,Santa Clara,Mountain View-San Antonio,retempn,638.0,modeled
9833,2030,Jobs,Santa Clara,Mountain View-San Antonio,fpsempn,1035.0,modeled
9834,2030,Jobs,Santa Clara,Mountain View-San Antonio,herempn,1789.0,modeled
9835,2030,Jobs,Santa Clara,Mountain View-San Antonio,mwtempn,275.0,modeled
9836,2030,Jobs,Santa Clara,Mountain View-San Antonio,othempn,1429.0,modeled
9837,2030,Jobs,Santa Clara,Mountain View-San Antonio,retempn,354.0,modeled
9838,2035,Jobs,Santa Clara,Mountain View-San Antonio,fpsempn,1054.0,modeled
9839,2035,Jobs,Santa Clara,Mountain View-San Antonio,herempn,1951.0,modeled
9840,2035,Jobs,Santa Clara,Mountain View-San Antonio,mwtempn,287.0,modeled
9841,2035,Jobs,Santa Clara,Mountain View-San Antonio,othempn,1400.0,modeled
9842,2035,Jobs,Santa Clara,Mountain View-San Antonio,retempn,334.0,modeled
9843,2040,Jobs,Santa Clara,Mountain View-San Antonio,fpsempn,1008.0,modeled
9844,2040,Jobs,Santa Clara,Mountain View-San Antonio,herempn,2031.0,modeled
9845,2040,Jobs,Santa Clara,Mountain View-San Antonio,mwtempn,310.0,modeled
9846,2040,Jobs,Santa Clara,Mountain View-San Antonio,othempn,1364.0,modeled
9847,2040,Jobs,Santa Clara,Mountain View-San Antonio,retempn,299.0,modeled
9848,2010,Jobs,Santa Clara,Mountain View-Whisman Station,fpsempn,240.0,baseyear B
9849,2010,Jobs,Santa Clara,Mountain View-Whisman Station,herempn,4.0,baseyear B
9850,2010,Jobs,Santa Clara,Mountain View-Whisman Station,mwtempn,910.0,baseyear B
9851,2010,Jobs,Santa Clara,Mountain View-Whisman Station,othempn,160.0,baseyear B
9852,2010,Jobs,Santa Clara,Mountain View-Whisman Station,retempn,120.0,baseyear B
9853,2010,Jobs,Santa Clara,Mountain View-Whisman Station,fpsempn,196.0,baseyear A
9854,2010,Jobs,Santa Clara,Mountain View-Whisman Station,herempn,35.0,baseyear A
9855,2010,Jobs,Santa Clara,Mountain View-Whisman Station,mwtempn,762.0,baseyear A
9856,2010,Jobs,Santa Clara,Mountain View-Whisman Station,othempn,163.0,baseyear A
9857,2010,Jobs,Santa Clara,Mountain View-Whisman Station,retempn,120.0,baseyear A
9858,2015,Jobs,Santa Clara,Mountain View-Whisman Station,fpsempn,289.0,modeled
9859,2015,Jobs,Santa Clara,Mountain View-Whisman Station,herempn,113.0,modeled
9860,2015,Jobs,Santa Clara,Mountain View-Whisman Station,mwtempn,625.0,modeled
9861,2015,Jobs,Santa Clara,Mountain View-Whisman Station,othempn,196.0,modeled
9862,2015,Jobs,Santa Clara,Mountain View-Whisman Station,retempn,139.0,modeled
9863,2030,Jobs,Santa Clara,Mountain View-Whisman Station,fpsempn,275.0,modeled
9864,2030,Jobs,Santa Clara,Mountain View-Whisman Station,herempn,197.0,modeled
9865,2030,Jobs,Santa Clara,Mountain View-Whisman Station,mwtempn,479.0,modeled
9866,2030,Jobs,Santa Clara,Mountain View-Whisman Station,othempn,212.0,modeled
9867,2030,Jobs,Santa Clara,Mountain View-Whisman Station,retempn,301.0,modeled
9868,2035,Jobs,Santa Clara,Mountain View-Whisman Station,fpsempn,290.0,modeled
9869,2035,Jobs,Santa Clara,Mountain View-Whisman Station,herempn,239.0,modeled
9870,2035,Jobs,Santa Clara,Mountain View-Whisman Station,mwtempn,446.0,modeled
9871,2035,Jobs,Santa Clara,Mountain View-Whisman Station,othempn,229.0,modeled
9872,2035,Jobs,Santa Clara,Mountain View-Whisman Station,retempn,334.0,modeled
9873,2040,Jobs,Santa Clara,Mountain View-Whisman Station,fpsempn,309.0,modeled
9874,2040,Jobs,Santa Clara,Mountain View-Whisman Station,herempn,275.0,modeled
9875,2040,Jobs,Santa Clara,Mountain View-Whisman Station,mwtempn,424.0,modeled
9876,2040,Jobs,Santa Clara,Mountain View-Whisman Station,othempn,221.0,modeled
9877,2040,Jobs,Santa Clara,Mountain View-Whisman Station,retempn,360.0,modeled
9878,2010,Jobs,Santa Clara,Palo Alto-California Avenue,fpsempn,1104.0,baseyear B
9879,2010,Jobs,Santa Clara,Palo Alto-California Avenue,herempn,1664.0,baseyear B
9880,2010,Jobs,Santa Clara,Palo Alto-California Avenue,mwtempn,109.0,baseyear B
9881,2010,Jobs,Santa Clara,Palo Alto-California Avenue,othempn,793.0,baseyear B
9882,2010,Jobs,Santa Clara,Palo Alto-California Avenue,retempn,238.0,baseyear B
9883,2010,Jobs,Santa Clara,Palo Alto-California Avenue,agrempn,3.0,baseyear A
9884,2010,Jobs,Santa Clara,Palo Alto-California Avenue,fpsempn,1172.0,baseyear A
9885,2010,Jobs,Santa Clara,Palo Alto-California Avenue,herempn,1520.0,baseyear A
9886,2010,Jobs,Santa Clara,Palo Alto-California Avenue,mwtempn,180.0,baseyear A
9887,2010,Jobs,Santa Clara,Palo Alto-California Avenue,othempn,857.0,baseyear A
9888,2010,Jobs,Santa Clara,Palo Alto-California Avenue,retempn,205.0,baseyear A
9889,2015,Jobs,Santa Clara,Palo Alto-California Avenue,agrempn,3.0,modeled
9890,2015,Jobs,Santa Clara,Palo Alto-California Avenue,fpsempn,1808.0,modeled
9891,2015,Jobs,Santa Clara,Palo Alto-California Avenue,herempn,1603.0,modeled
9892,2015,Jobs,Santa Clara,Palo Alto-California Avenue,mwtempn,231.0,modeled
9893,2015,Jobs,Santa Clara,Palo Alto-California Avenue,othempn,969.0,modeled
9894,2015,Jobs,Santa Clara,Palo Alto-California Avenue,retempn,194.0,modeled
9895,2030,Jobs,Santa Clara,Palo Alto-California Avenue,agrempn,3.0,modeled
9896,2030,Jobs,Santa Clara,Palo Alto-California Avenue,fpsempn,1924.0,modeled
9897,2030,Jobs,Santa Clara,Palo Alto-California Avenue,herempn,1681.0,modeled
9898,2030,Jobs,Santa Clara,Palo Alto-California Avenue,mwtempn,300.0,modeled
9899,2030,Jobs,Santa Clara,Palo Alto-California Avenue,othempn,879.0,modeled
9900,2030,Jobs,Santa Clara,Palo Alto-California Avenue,retempn,165.0,modeled
9901,2035,Jobs,Santa Clara,Palo Alto-California Avenue,agrempn,3.0,modeled
9902,2035,Jobs,Santa Clara,Palo Alto-California Avenue,fpsempn,1996.0,modeled
9903,2035,Jobs,Santa Clara,Palo Alto-California Avenue,herempn,1702.0,modeled
9904,2035,Jobs,Santa Clara,Palo Alto-California Avenue,mwtempn,287.0,modeled
9905,2035,Jobs,Santa Clara,Palo Alto-California Avenue,othempn,809.0,modeled
9906,2035,Jobs,Santa Clara,Palo Alto-California Avenue,retempn,148.0,modeled
9907,2040,Jobs,Santa Clara,Palo Alto-California Avenue,agrempn,3.0,modeled
9908,2040,Jobs,Santa Clara,Palo Alto-California Avenue,fpsempn,2021.0,modeled
9909,2040,Jobs,Santa Clara,Palo Alto-California Avenue,herempn,1762.0,modeled
9910,2040,Jobs,Santa Clara,Palo Alto-California Avenue,mwtempn,286.0,modeled
9911,2040,Jobs,Santa Clara,Palo Alto-California Avenue,othempn,737.0,modeled
9912,2040,Jobs,Santa Clara,Palo Alto-California Avenue,retempn,138.0,modeled
9913,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,fpsempn,557.0,baseyear B
9914,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,herempn,1211.0,baseyear B
9915,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,mwtempn,135.0,baseyear B
9916,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,othempn,563.0,baseyear B
9917,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,retempn,108.0,baseyear B
9918,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,agrempn,1.0,baseyear A
9919,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,fpsempn,433.0,baseyear A
9920,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,herempn,1005.0,baseyear A
9921,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,mwtempn,154.0,baseyear A
9922,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,othempn,462.0,baseyear A
9923,2010,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,retempn,94.0,baseyear A
9924,2015,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,agrempn,1.0,modeled
9925,2015,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,fpsempn,562.0,modeled
9926,2015,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,herempn,1181.0,modeled
9927,2015,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,mwtempn,186.0,modeled
9928,2015,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,othempn,656.0,modeled
9929,2015,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,retempn,107.0,modeled
9930,2030,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,agrempn,1.0,modeled
9931,2030,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,fpsempn,503.0,modeled
9932,2030,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,herempn,1415.0,modeled
9933,2030,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,mwtempn,234.0,modeled
9934,2030,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,othempn,725.0,modeled
9935,2030,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,retempn,112.0,modeled
9936,2035,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,agrempn,1.0,modeled
9937,2035,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,fpsempn,497.0,modeled
9938,2035,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,herempn,1482.0,modeled
9939,2035,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,mwtempn,242.0,modeled
9940,2035,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,othempn,686.0,modeled
9941,2035,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,retempn,108.0,modeled
9942,2040,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,agrempn,1.0,modeled
9943,2040,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,fpsempn,458.0,modeled
9944,2040,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,herempn,1471.0,modeled
9945,2040,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,mwtempn,250.0,modeled
9946,2040,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,othempn,678.0,modeled
9947,2040,Jobs,Santa Clara,San Jose-Bascom Transit Oriented Development Corridor,retempn,110.0,modeled
9948,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,agrempn,12.0,baseyear B
9949,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,fpsempn,419.0,baseyear B
9950,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,herempn,827.0,baseyear B
9951,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,mwtempn,190.0,baseyear B
9952,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,othempn,561.0,baseyear B
9953,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,retempn,195.0,baseyear B
9954,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,agrempn,11.0,baseyear A
9955,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,fpsempn,390.0,baseyear A
9956,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,herempn,766.0,baseyear A
9957,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,mwtempn,207.0,baseyear A
9958,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,othempn,553.0,baseyear A
9959,2010,Jobs,Santa Clara,San Jose-Bascom Urban Village,retempn,169.0,baseyear A
9960,2015,Jobs,Santa Clara,San Jose-Bascom Urban Village,agrempn,12.0,modeled
9961,2015,Jobs,Santa Clara,San Jose-Bascom Urban Village,fpsempn,448.0,modeled
9962,2015,Jobs,Santa Clara,San Jose-Bascom Urban Village,herempn,828.0,modeled
9963,2015,Jobs,Santa Clara,San Jose-Bascom Urban Village,mwtempn,227.0,modeled
9964,2015,Jobs,Santa Clara,San Jose-Bascom Urban Village,othempn,676.0,modeled
9965,2015,Jobs,Santa Clara,San Jose-Bascom Urban Village,retempn,176.0,modeled
9966,2030,Jobs,Santa Clara,San Jose-Bascom Urban Village,agrempn,11.0,modeled
9967,2030,Jobs,Santa Clara,San Jose-Bascom Urban Village,fpsempn,370.0,modeled
9968,2030,Jobs,Santa Clara,San Jose-Bascom Urban Village,herempn,860.0,modeled
9969,2030,Jobs,Santa Clara,San Jose-Bascom Urban Village,mwtempn,275.0,modeled
9970,2030,Jobs,Santa Clara,San Jose-Bascom Urban Village,othempn,704.0,modeled
9971,2030,Jobs,Santa Clara,San Jose-Bascom Urban Village,retempn,152.0,modeled
