,year,Concept,county,pda,Variable,value,source
9972,2035,Jobs,Santa Clara,San Jose-Bascom Urban Village,agrempn,11.0,modeled
9973,2035,Jobs,Santa Clara,San Jose-Bascom Urban Village,fpsempn,361.0,modeled
9974,2035,Jobs,Santa Clara,San Jose-Bascom Urban Village,herempn,903.0,modeled
9975,2035,Jobs,Santa Clara,San Jose-Bascom Urban Village,mwtempn,291.0,modeled
9976,2035,Jobs,Santa Clara,San Jose-Bascom Urban Village,othempn,664.0,modeled
9977,2035,Jobs,Santa Clara,San Jose-Bascom Urban Village,retempn,137.0,modeled
9978,2040,Jobs,Santa Clara,San Jose-Bascom Urban Village,agrempn,11.0,modeled
9979,2040,Jobs,Santa Clara,San Jose-Bascom Urban Village,fpsempn,345.0,modeled
9980,2040,Jobs,Santa Clara,San Jose-Bascom Urban Village,herempn,914.0,modeled
9981,2040,Jobs,Santa Clara,San Jose-Bascom Urban Village,mwtempn,299.0,modeled
9982,2040,Jobs,Santa Clara,San Jose-Bascom Urban Village,othempn,651.0,modeled
9983,2040,Jobs,Santa Clara,San Jose-Bascom Urban Village,retempn,135.0,modeled
9984,2010,Jobs,Santa Clara,San Jose-Berryessa Station,fpsempn,883.0,baseyear B
9985,2010,Jobs,Santa Clara,San Jose-Berryessa Station,herempn,508.0,baseyear B
9986,2010,Jobs,Santa Clara,San Jose-Berryessa Station,mwtempn,1372.0,baseyear B
9987,2010,Jobs,Santa Clara,San Jose-Berryessa Station,othempn,2339.0,baseyear B
9988,2010,Jobs,Santa Clara,San Jose-Berryessa Station,retempn,207.0,baseyear B
9989,2010,Jobs,Santa Clara,San Jose-Berryessa Station,agrempn,1.0,baseyear A
9990,2010,Jobs,Santa Clara,San Jose-Berryessa Station,fpsempn,837.0,baseyear A
9991,2010,Jobs,Santa Clara,San Jose-Berryessa Station,herempn,490.0,baseyear A
9992,2010,Jobs,Santa Clara,San Jose-Berryessa Station,mwtempn,1323.0,baseyear A
9993,2010,Jobs,Santa Clara,San Jose-Berryessa Station,othempn,2190.0,baseyear A
9994,2010,Jobs,Santa Clara,San Jose-Berryessa Station,retempn,215.0,baseyear A
9995,2015,Jobs,Santa Clara,San Jose-Berryessa Station,agrempn,2.0,modeled
9996,2015,Jobs,Santa Clara,San Jose-Berryessa Station,fpsempn,941.0,modeled
9997,2015,Jobs,Santa Clara,San Jose-Berryessa Station,herempn,566.0,modeled
9998,2015,Jobs,Santa Clara,San Jose-Berryessa Station,mwtempn,1326.0,modeled
9999,2015,Jobs,Santa Clara,San Jose-Berryessa Station,othempn,2327.0,modeled
10000,2015,Jobs,Santa Clara,San Jose-Berryessa Station,retempn,228.0,modeled
10001,2030,Jobs,Santa Clara,San Jose-Berryessa Station,agrempn,2.0,modeled
10002,2030,Jobs,Santa Clara,San Jose-Berryessa Station,fpsempn,820.0,modeled
10003,2030,Jobs,Santa Clara,San Jose-Berryessa Station,herempn,818.0,modeled
10004,2030,Jobs,Santa Clara,San Jose-Berryessa Station,mwtempn,1450.0,modeled
10005,2030,Jobs,Santa Clara,San Jose-Berryessa Station,othempn,2431.0,modeled
10006,2030,Jobs,Santa Clara,San Jose-Berryessa Station,retempn,263.0,modeled
10007,2035,Jobs,Santa Clara,San Jose-Berryessa Station,agrempn,2.0,modeled
10008,2035,Jobs,Santa Clara,San Jose-Berryessa Station,fpsempn,809.0,modeled
10009,2035,Jobs,Santa Clara,San Jose-Berryessa Station,herempn,957.0,modeled
10010,2035,Jobs,Santa Clara,San Jose-Berryessa Station,mwtempn,1542.0,modeled
10011,2035,Jobs,Santa Clara,San Jose-Berryessa Station,othempn,2464.0,modeled
10012,2035,Jobs,Santa Clara,San Jose-Berryessa Station,retempn,270.0,modeled
10013,2040,Jobs,Santa Clara,San Jose-Berryessa Station,agrempn,3.0,modeled
10014,2040,Jobs,Santa Clara,San Jose-Berryessa Station,fpsempn,1579.0,modeled
10015,2040,Jobs,Santa Clara,San Jose-Berryessa Station,herempn,2701.0,modeled
10016,2040,Jobs,Santa Clara,San Jose-Berryessa Station,mwtempn,1990.0,modeled
10017,2040,Jobs,Santa Clara,San Jose-Berryessa Station,othempn,2578.0,modeled
10018,2040,Jobs,Santa Clara,San Jose-Berryessa Station,retempn,279.0,modeled
10019,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,fpsempn,310.0,baseyear B
10020,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,herempn,641.0,baseyear B
10021,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,mwtempn,197.0,baseyear B
10022,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,othempn,165.0,baseyear B
10023,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,retempn,308.0,baseyear B
10024,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,fpsempn,280.0,baseyear A
10025,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,herempn,613.0,baseyear A
10026,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,mwtempn,173.0,baseyear A
10027,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,othempn,164.0,baseyear A
10028,2010,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,retempn,297.0,baseyear A
10029,2015,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,fpsempn,285.0,modeled
10030,2015,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,herempn,645.0,modeled
10031,2015,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,mwtempn,160.0,modeled
10032,2015,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,othempn,209.0,modeled
10033,2015,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,retempn,276.0,modeled
10034,2030,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,fpsempn,253.0,modeled
10035,2030,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,herempn,669.0,modeled
10036,2030,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,mwtempn,125.0,modeled
10037,2030,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,othempn,274.0,modeled
10038,2030,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,retempn,212.0,modeled
10039,2035,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,fpsempn,248.0,modeled
10040,2035,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,herempn,757.0,modeled
10041,2035,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,mwtempn,118.0,modeled
10042,2035,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,othempn,304.0,modeled
10043,2035,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,retempn,190.0,modeled
10044,2040,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,fpsempn,231.0,modeled
10045,2040,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,herempn,770.0,modeled
10046,2040,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,mwtempn,117.0,modeled
10047,2040,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,othempn,323.0,modeled
10048,2040,Jobs,Santa Clara,San Jose-Blossom Hill/Snell Urban Village,retempn,170.0,modeled
10049,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,agrempn,6.0,baseyear B
10050,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,fpsempn,510.0,baseyear B
10051,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,herempn,952.0,baseyear B
10052,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,mwtempn,235.0,baseyear B
10053,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,othempn,775.0,baseyear B
10054,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,retempn,516.0,baseyear B
10055,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,agrempn,12.0,baseyear A
10056,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,fpsempn,486.0,baseyear A
10057,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,herempn,911.0,baseyear A
10058,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,mwtempn,266.0,baseyear A
10059,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,othempn,721.0,baseyear A
10060,2010,Jobs,Santa Clara,San Jose-Camden Urban Village,retempn,512.0,baseyear A
10061,2015,Jobs,Santa Clara,San Jose-Camden Urban Village,agrempn,13.0,modeled
10062,2015,Jobs,Santa Clara,San Jose-Camden Urban Village,fpsempn,550.0,modeled
10063,2015,Jobs,Santa Clara,San Jose-Camden Urban Village,herempn,1089.0,modeled
10064,2015,Jobs,Santa Clara,San Jose-Camden Urban Village,mwtempn,271.0,modeled
10065,2015,Jobs,Santa Clara,San Jose-Camden Urban Village,othempn,858.0,modeled
10066,2015,Jobs,Santa Clara,San Jose-Camden Urban Village,retempn,519.0,modeled
10067,2030,Jobs,Santa Clara,San Jose-Camden Urban Village,agrempn,11.0,modeled
10068,2030,Jobs,Santa Clara,San Jose-Camden Urban Village,fpsempn,404.0,modeled
10069,2030,Jobs,Santa Clara,San Jose-Camden Urban Village,herempn,1030.0,modeled
10070,2030,Jobs,Santa Clara,San Jose-Camden Urban Village,mwtempn,258.0,modeled
10071,2030,Jobs,Santa Clara,San Jose-Camden Urban Village,othempn,695.0,modeled
10072,2030,Jobs,Santa Clara,San Jose-Camden Urban Village,retempn,283.0,modeled
10073,2035,Jobs,Santa Clara,San Jose-Camden Urban Village,agrempn,11.0,modeled
10074,2035,Jobs,Santa Clara,San Jose-Camden Urban Village,fpsempn,409.0,modeled
10075,2035,Jobs,Santa Clara,San Jose-Camden Urban Village,herempn,1133.0,modeled
10076,2035,Jobs,Santa Clara,San Jose-Camden Urban Village,mwtempn,275.0,modeled
10077,2035,Jobs,Santa Clara,San Jose-Camden Urban Village,othempn,684.0,modeled
10078,2035,Jobs,Santa Clara,San Jose-Camden Urban Village,retempn,257.0,modeled
10079,2040,Jobs,Santa Clara,San Jose-Camden Urban Village,agrempn,8.0,modeled
10080,2040,Jobs,Santa Clara,San Jose-Camden Urban Village,fpsempn,356.0,modeled
10081,2040,Jobs,Santa Clara,San Jose-Camden Urban Village,herempn,1112.0,modeled
10082,2040,Jobs,Santa Clara,San Jose-Camden Urban Village,mwtempn,270.0,modeled
10083,2040,Jobs,Santa Clara,San Jose-Camden Urban Village,othempn,626.0,modeled
10084,2040,Jobs,Santa Clara,San Jose-Camden Urban Village,retempn,231.0,modeled
10085,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,fpsempn,664.0,baseyear B
10086,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,herempn,1098.0,baseyear B
10087,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,mwtempn,80.0,baseyear B
10088,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,othempn,196.0,baseyear B
10089,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,retempn,632.0,baseyear B
10090,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,agrempn,1.0,baseyear A
10091,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,fpsempn,535.0,baseyear A
10092,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,herempn,1016.0,baseyear A
10093,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,mwtempn,103.0,baseyear A
10094,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,othempn,192.0,baseyear A
10095,2010,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,retempn,535.0,baseyear A
10096,2015,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,agrempn,1.0,modeled
10097,2015,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,fpsempn,587.0,modeled
10098,2015,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,herempn,1114.0,modeled
10099,2015,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,mwtempn,125.0,modeled
10100,2015,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,othempn,333.0,modeled
10101,2015,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,retempn,525.0,modeled
10102,2030,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,agrempn,1.0,modeled
10103,2030,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,fpsempn,492.0,modeled
10104,2030,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,herempn,1281.0,modeled
10105,2030,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,mwtempn,150.0,modeled
10106,2030,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,othempn,506.0,modeled
10107,2030,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,retempn,379.0,modeled
10108,2035,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,agrempn,1.0,modeled
10109,2035,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,fpsempn,501.0,modeled
10110,2035,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,herempn,1396.0,modeled
10111,2035,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,mwtempn,161.0,modeled
10112,2035,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,othempn,548.0,modeled
10113,2035,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,retempn,337.0,modeled
10114,2040,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,agrempn,1.0,modeled
10115,2040,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,fpsempn,466.0,modeled
10116,2040,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,herempn,1465.0,modeled
10117,2040,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,mwtempn,168.0,modeled
10118,2040,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,othempn,637.0,modeled
10119,2040,Jobs,Santa Clara,San Jose-Capitol Corridor Urban Villages,retempn,301.0,modeled
10120,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,agrempn,3.0,baseyear B
10121,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,fpsempn,1288.0,baseyear B
10122,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,herempn,1610.0,baseyear B
10123,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,mwtempn,50.0,baseyear B
10124,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,othempn,303.0,baseyear B
10125,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,retempn,813.0,baseyear B
10126,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,agrempn,5.0,baseyear A
10127,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,fpsempn,1171.0,baseyear A
10128,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,herempn,1519.0,baseyear A
10129,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,mwtempn,59.0,baseyear A
10130,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,othempn,330.0,baseyear A
10131,2010,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,retempn,824.0,baseyear A
10132,2015,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,agrempn,5.0,modeled
10133,2015,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,fpsempn,1208.0,modeled
10134,2015,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,herempn,1657.0,modeled
10135,2015,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,mwtempn,107.0,modeled
10136,2015,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,othempn,570.0,modeled
10137,2015,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,retempn,831.0,modeled
10138,2030,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,agrempn,4.0,modeled
10139,2030,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,fpsempn,995.0,modeled
10140,2030,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,herempn,1843.0,modeled
10141,2030,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,mwtempn,227.0,modeled
10142,2030,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,othempn,848.0,modeled
10143,2030,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,retempn,683.0,modeled
10144,2035,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,agrempn,4.0,modeled
10145,2035,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,fpsempn,940.0,modeled
10146,2035,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,herempn,1946.0,modeled
10147,2035,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,mwtempn,254.0,modeled
10148,2035,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,othempn,863.0,modeled
10149,2035,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,retempn,605.0,modeled
10150,2040,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,agrempn,3.0,modeled
10151,2040,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,fpsempn,847.0,modeled
10152,2040,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,herempn,1910.0,modeled
10153,2040,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,mwtempn,262.0,modeled
10154,2040,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,othempn,850.0,modeled
10155,2040,Jobs,Santa Clara,San Jose-Capitol/Tully/King Urban Villages,retempn,530.0,modeled
10156,2010,Jobs,Santa Clara,San Jose-Communications Hill,agrempn,7.0,baseyear B
10157,2010,Jobs,Santa Clara,San Jose-Communications Hill,fpsempn,678.0,baseyear B
10158,2010,Jobs,Santa Clara,San Jose-Communications Hill,herempn,964.0,baseyear B
10159,2010,Jobs,Santa Clara,San Jose-Communications Hill,mwtempn,478.0,baseyear B
10160,2010,Jobs,Santa Clara,San Jose-Communications Hill,othempn,1129.0,baseyear B
10161,2010,Jobs,Santa Clara,San Jose-Communications Hill,retempn,896.0,baseyear B
10162,2010,Jobs,Santa Clara,San Jose-Communications Hill,agrempn,6.0,baseyear A
10163,2010,Jobs,Santa Clara,San Jose-Communications Hill,fpsempn,619.0,baseyear A
10164,2010,Jobs,Santa Clara,San Jose-Communications Hill,herempn,899.0,baseyear A
10165,2010,Jobs,Santa Clara,San Jose-Communications Hill,mwtempn,487.0,baseyear A
10166,2010,Jobs,Santa Clara,San Jose-Communications Hill,othempn,1063.0,baseyear A
10167,2010,Jobs,Santa Clara,San Jose-Communications Hill,retempn,839.0,baseyear A
10168,2015,Jobs,Santa Clara,San Jose-Communications Hill,agrempn,6.0,modeled
10169,2015,Jobs,Santa Clara,San Jose-Communications Hill,fpsempn,684.0,modeled
10170,2015,Jobs,Santa Clara,San Jose-Communications Hill,herempn,974.0,modeled
10171,2015,Jobs,Santa Clara,San Jose-Communications Hill,mwtempn,520.0,modeled
10172,2015,Jobs,Santa Clara,San Jose-Communications Hill,othempn,1184.0,modeled
10173,2015,Jobs,Santa Clara,San Jose-Communications Hill,retempn,877.0,modeled
10174,2030,Jobs,Santa Clara,San Jose-Communications Hill,agrempn,8.0,modeled
10175,2030,Jobs,Santa Clara,San Jose-Communications Hill,fpsempn,639.0,modeled
10176,2030,Jobs,Santa Clara,San Jose-Communications Hill,herempn,1188.0,modeled
10177,2030,Jobs,Santa Clara,San Jose-Communications Hill,mwtempn,741.0,modeled
10178,2030,Jobs,Santa Clara,San Jose-Communications Hill,othempn,1343.0,modeled
10179,2030,Jobs,Santa Clara,San Jose-Communications Hill,retempn,843.0,modeled
10180,2035,Jobs,Santa Clara,San Jose-Communications Hill,agrempn,8.0,modeled
10181,2035,Jobs,Santa Clara,San Jose-Communications Hill,fpsempn,624.0,modeled
10182,2035,Jobs,Santa Clara,San Jose-Communications Hill,herempn,1382.0,modeled
10183,2035,Jobs,Santa Clara,San Jose-Communications Hill,mwtempn,880.0,modeled
10184,2035,Jobs,Santa Clara,San Jose-Communications Hill,othempn,1409.0,modeled
10185,2035,Jobs,Santa Clara,San Jose-Communications Hill,retempn,861.0,modeled
10186,2040,Jobs,Santa Clara,San Jose-Communications Hill,agrempn,9.0,modeled
10187,2040,Jobs,Santa Clara,San Jose-Communications Hill,fpsempn,600.0,modeled
10188,2040,Jobs,Santa Clara,San Jose-Communications Hill,herempn,1456.0,modeled
10189,2040,Jobs,Santa Clara,San Jose-Communications Hill,mwtempn,961.0,modeled
10190,2040,Jobs,Santa Clara,San Jose-Communications Hill,othempn,1476.0,modeled
10191,2040,Jobs,Santa Clara,San Jose-Communications Hill,retempn,842.0,modeled
10192,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),fpsempn,219.0,baseyear B
10193,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),herempn,148.0,baseyear B
10194,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),mwtempn,19.0,baseyear B
10195,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),othempn,18.0,baseyear B
10196,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),retempn,16.0,baseyear B
10197,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),fpsempn,63.0,baseyear A
10198,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),herempn,29.0,baseyear A
10199,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),mwtempn,8.0,baseyear A
10200,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),othempn,15.0,baseyear A
10201,2010,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),retempn,4.0,baseyear A
10202,2015,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),fpsempn,337.0,modeled
10203,2015,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),herempn,332.0,modeled
10204,2015,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),mwtempn,69.0,modeled
10205,2015,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),othempn,376.0,modeled
10206,2015,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),retempn,44.0,modeled
10207,2030,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),fpsempn,351.0,modeled
10208,2030,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),herempn,592.0,modeled
10209,2030,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),mwtempn,109.0,modeled
10210,2030,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),othempn,539.0,modeled
10211,2030,Jobs,Santa Clara,San Jose-Cottle Transit Village (Hitachi),retempn,47.0,modeled
